Batch Name,Number of Ballots
SANILAC COUNTY CUSTER TOWNSHIP 00001,209
SANILAC COUNTY DELAWARE TOWNSHIP 00001,187
SANILAC COUNTY ELK TOWNSHIP 00001,326
SANILAC COUNTY ELMER TOWNSHIP 00001,169
SANILAC COUNTY EVERGREEN TOWNSHIP 00001,156
SANILAC COUNTY FLYNN TOWNSHIP 00001,178
SANILAC COUNTY FORESTER TOWNSHIP 00001,228
SANILAC COUNTY FREMONT TOWNSHIP 00001,217
SANILAC COUNTY GREENLEAF TOWNSHIP 00001,148
SANILAC COUNTY LAMOTTE TOWNSHIP 00001,166
SANILAC COUNTY LEXINGTON TOWNSHIP 00001,841
SANILAC COUNTY MAPLE VALLEY TOWNSHIP 00001,223
SANILAC COUNTY MARION TOWNSHIP 00001,335
SANILAC COUNTY MARLETTE CITY 00001,370
SANILAC COUNTY MARLETTE TOWNSHIP 00001,384
SANILAC COUNTY MINDEN TOWNSHIP 00001,112
SANILAC COUNTY MOORE TOWNSHIP 00001,225
SANILAC COUNTY SANDUSKY CITY 00001,524
SANILAC COUNTY SANILAC TOWNSHIP 00001,601
SANILAC COUNTY SPEAKER TOWNSHIP 00001,300
SANILAC COUNTY WASHINGTON TOWNSHIP 00001,312
SANILAC COUNTY WATERTOWN TOWNSHIP 00001,285
SANILAC COUNTY WHEATLAND TOWNSHIP 00001,93
SANILAC COUNTY WORTH TOWNSHIP 00001,431
SANILAC COUNTY WORTH TOWNSHIP 00002,460
SCHOOLCRAFT COUNTY DOYLE TOWNSHIP 00001,155
SCHOOLCRAFT COUNTY GERMFASK TOWNSHIP 00001,110
SCHOOLCRAFT COUNTY HIAWATHA TOWNSHIP 00001,346
SCHOOLCRAFT COUNTY INWOOD TOWNSHIP 00001,174
SCHOOLCRAFT COUNTY MANISTIQUE CITY 00001,117
SCHOOLCRAFT COUNTY MANISTIQUE CITY 00002,409
SCHOOLCRAFT COUNTY MANISTIQUE CITY 00003,200
SCHOOLCRAFT COUNTY MANISTIQUE TOWNSHIP 00001,254
SCHOOLCRAFT COUNTY MUELLER TOWNSHIP 00001,68
SCHOOLCRAFT COUNTY SENEY TOWNSHIP 00001,29
SCHOOLCRAFT COUNTY THOMPSON TOWNSHIP 00001,216
SHIAWASSEE COUNTY ANTRIM TOWNSHIP 00001,512
SHIAWASSEE COUNTY BENNINGTON TOWNSHIP 00001,749
SHIAWASSEE COUNTY BURNS TOWNSHIP 00001,795
SHIAWASSEE COUNTY CALEDONIA CHARTER TOWNSHIP 00001,663
SHIAWASSEE COUNTY CALEDONIA CHARTER TOWNSHIP 00002,391
SHIAWASSEE COUNTY CORUNNA CITY 00001,694
SHIAWASSEE COUNTY DURAND CITY 00001,408
SHIAWASSEE COUNTY DURAND CITY 00002,376
SHIAWASSEE COUNTY FAIRFIELD TOWNSHIP 00001,150
SHIAWASSEE COUNTY HAZELTON TOWNSHIP 00001,518
SHIAWASSEE COUNTY LAINGSBURG CITY 00001,284
SHIAWASSEE COUNTY MIDDLEBURY TOWNSHIP 00001,362
SHIAWASSEE COUNTY NEW HAVEN TOWNSHIP 00001,299
SHIAWASSEE COUNTY OWOSSO CITY 01001,638
SHIAWASSEE COUNTY OWOSSO CITY 02001,513
SHIAWASSEE COUNTY OWOSSO CITY 02002,524
SHIAWASSEE COUNTY OWOSSO CITY 02003,744
SHIAWASSEE COUNTY OWOSSO CITY 02004,293
SHIAWASSEE COUNTY OWOSSO CITY 06001,537
SHIAWASSEE COUNTY OWOSSO TOWNSHIP 00001,752
SHIAWASSEE COUNTY OWOSSO TOWNSHIP 00002,408
SHIAWASSEE COUNTY PERRY CITY 00001,454
SHIAWASSEE COUNTY PERRY TOWNSHIP 00001,461
SHIAWASSEE COUNTY PERRY TOWNSHIP 00002,472
SHIAWASSEE COUNTY RUSH TOWNSHIP 00001,308
SHIAWASSEE COUNTY SCIOTA TOWNSHIP 00001,433
SHIAWASSEE COUNTY SHIAWASSEE TOWNSHIP 00001,649
SHIAWASSEE COUNTY VENICE TOWNSHIP 00001,589
SHIAWASSEE COUNTY VERNON TOWNSHIP 00001,558
SHIAWASSEE COUNTY VERNON TOWNSHIP 00002,522
SHIAWASSEE COUNTY WOODHULL TOWNSHIP 00001,909
TUSCOLA COUNTY AKRON TOWNSHIP 00001,318
TUSCOLA COUNTY ALMER TOWNSHIP 00001,477
TUSCOLA COUNTY ARBELA TOWNSHIP 00001,354
TUSCOLA COUNTY ARBELA TOWNSHIP 00002,332
TUSCOLA COUNTY CARO CITY 00001,545
TUSCOLA COUNTY CARO CITY 00002,396
TUSCOLA COUNTY COLUMBIA TOWNSHIP 00001,267
TUSCOLA COUNTY DAYTON TOWNSHIP 00001,446
TUSCOLA COUNTY DENMARK TOWNSHIP 00001,676
TUSCOLA COUNTY ELKLAND TOWNSHIP 00001,323
TUSCOLA COUNTY ELKLAND TOWNSHIP 00002,450
TUSCOLA COUNTY ELLINGTON TOWNSHIP 00001,304
TUSCOLA COUNTY ELMWOOD TOWNSHIP 00001,270
TUSCOLA COUNTY FAIRGROVE TOWNSHIP 00001,341
TUSCOLA COUNTY FREMONT TOWNSHIP 00001,765
TUSCOLA COUNTY GILFORD TOWNSHIP 00001,177
TUSCOLA COUNTY INDIANFIELDS TOWNSHIP 00001,603
TUSCOLA COUNTY JUNIATA TOWNSHIP 00001,383
TUSCOLA COUNTY KINGSTON TOWNSHIP 00001,315
TUSCOLA COUNTY KOYLTON TOWNSHIP 00001,360
TUSCOLA COUNTY MILLINGTON TOWNSHIP 00001,549
TUSCOLA COUNTY MILLINGTON TOWNSHIP 00002,463
TUSCOLA COUNTY NOVESTA TOWNSHIP 00001,297
TUSCOLA COUNTY TUSCOLA TOWNSHIP 00001,485
TUSCOLA COUNTY VASSAR CITY 00001,576
TUSCOLA COUNTY VASSAR TOWNSHIP 00001,877
TUSCOLA COUNTY WATERTOWN TOWNSHIP 00001,515
TUSCOLA COUNTY WELLS TOWNSHIP 00001,380
TUSCOLA COUNTY WISNER TOWNSHIP 00001,155
VAN BUREN COUNTY ALMENA TOWNSHIP 00001,721
VAN BUREN COUNTY ALMENA TOWNSHIP 00002,508
VAN BUREN COUNTY ANTWERP TOWNSHIP 00001,514
VAN BUREN COUNTY ANTWERP TOWNSHIP 00002,770
VAN BUREN COUNTY ANTWERP TOWNSHIP 00003,447
VAN BUREN COUNTY ANTWERP TOWNSHIP 00004,541
VAN BUREN COUNTY ANTWERP TOWNSHIP 00005,661
VAN BUREN COUNTY ARLINGTON TOWNSHIP 00001,454
VAN BUREN COUNTY BANGOR CITY 00001,435
VAN BUREN COUNTY BANGOR TOWNSHIP 00001,425
VAN BUREN COUNTY BLOOMINGDALE TOWNSHIP 00001,692
VAN BUREN COUNTY COLUMBIA TOWNSHIP 00001,603
VAN BUREN COUNTY COVERT TOWNSHIP 00001,578
VAN BUREN COUNTY DECATUR TOWNSHIP 00001,764
VAN BUREN COUNTY GENEVA TOWNSHIP 00001,790
VAN BUREN COUNTY GOBLES CITY 00001,183
VAN BUREN COUNTY HAMILTON TOWNSHIP 00001,339
VAN BUREN COUNTY HARTFORD CITY 00001,476
VAN BUREN COUNTY HARTFORD TOWNSHIP 00001,641
VAN BUREN COUNTY KEELER TOWNSHIP 00001,471
VAN BUREN COUNTY LAWRENCE TOWNSHIP 00001,755
VAN BUREN COUNTY PAW PAW TOWNSHIP 00001,713
VAN BUREN COUNTY PAW PAW TOWNSHIP 00002,497
VAN BUREN COUNTY PAW PAW TOWNSHIP 00003,334
VAN BUREN COUNTY PINE GROVE TOWNSHIP 00001,711
VAN BUREN COUNTY PORTER TOWNSHIP 00001,639
VAN BUREN COUNTY SOUTH HAVEN CITY 01001,305
VAN BUREN COUNTY SOUTH HAVEN CITY 02001,397
VAN BUREN COUNTY SOUTH HAVEN CITY 03001,375
VAN BUREN COUNTY SOUTH HAVEN TOWNSHIP 00001,615
VAN BUREN COUNTY SOUTH HAVEN TOWNSHIP 00002,327
VAN BUREN COUNTY WAVERLY TOWNSHIP 00001,563
WASHTENAW COUNTY ANN ARBOR CITY 01001,561
WASHTENAW COUNTY ANN ARBOR CITY 01002,658
WASHTENAW COUNTY ANN ARBOR CITY 01003,488
WASHTENAW COUNTY ANN ARBOR CITY 01004,338
WASHTENAW COUNTY ANN ARBOR CITY 01005,560
WASHTENAW COUNTY ANN ARBOR CITY 01006,522
WASHTENAW COUNTY ANN ARBOR CITY 01007,550
WASHTENAW COUNTY ANN ARBOR CITY 01008,543
WASHTENAW COUNTY ANN ARBOR CITY 01009,626
WASHTENAW COUNTY ANN ARBOR CITY 01010,683
WASHTENAW COUNTY ANN ARBOR CITY 01011,352
WASHTENAW COUNTY ANN ARBOR CITY 01012,318
WASHTENAW COUNTY ANN ARBOR CITY 02001,475
WASHTENAW COUNTY ANN ARBOR CITY 02002,760
WASHTENAW COUNTY ANN ARBOR CITY 02003,767
WASHTENAW COUNTY ANN ARBOR CITY 02004,542
WASHTENAW COUNTY ANN ARBOR CITY 02005,576
WASHTENAW COUNTY ANN ARBOR CITY 02006,602
WASHTENAW COUNTY ANN ARBOR CITY 02007,685
WASHTENAW COUNTY ANN ARBOR CITY 02008,558
WASHTENAW COUNTY ANN ARBOR CITY 02009,771
WASHTENAW COUNTY ANN ARBOR CITY 03001,796
WASHTENAW COUNTY ANN ARBOR CITY 03002,936
WASHTENAW COUNTY ANN ARBOR CITY 03003,555
WASHTENAW COUNTY ANN ARBOR CITY 03004,541
WASHTENAW COUNTY ANN ARBOR CITY 03005,772
WASHTENAW COUNTY ANN ARBOR CITY 03006,568
WASHTENAW COUNTY ANN ARBOR CITY 03007,463
WASHTENAW COUNTY ANN ARBOR CITY 03008,660
WASHTENAW COUNTY ANN ARBOR CITY 03009,656
WASHTENAW COUNTY ANN ARBOR CITY 03010,518
WASHTENAW COUNTY ANN ARBOR CITY 04001,576
WASHTENAW COUNTY ANN ARBOR CITY 04002,424
WASHTENAW COUNTY ANN ARBOR CITY 04003,944
WASHTENAW COUNTY ANN ARBOR CITY 04004,711
WASHTENAW COUNTY ANN ARBOR CITY 04005,749
WASHTENAW COUNTY ANN ARBOR CITY 04006,690
WASHTENAW COUNTY ANN ARBOR CITY 04007,622
WASHTENAW COUNTY ANN ARBOR CITY 04008,812
WASHTENAW COUNTY ANN ARBOR CITY 04009,486
WASHTENAW COUNTY ANN ARBOR CITY 04010,503
WASHTENAW COUNTY ANN ARBOR CITY 05001,563
WASHTENAW COUNTY ANN ARBOR CITY 05002,901
WASHTENAW COUNTY ANN ARBOR CITY 05003,476
WASHTENAW COUNTY ANN ARBOR CITY 05004,677
WASHTENAW COUNTY ANN ARBOR CITY 05005,726
WASHTENAW COUNTY ANN ARBOR CITY 05006,665
WASHTENAW COUNTY ANN ARBOR CITY 05007,526
WASHTENAW COUNTY ANN ARBOR CITY 05008,360
WASHTENAW COUNTY ANN ARBOR CITY 05009,653
WASHTENAW COUNTY ANN ARBOR CITY 05010,771
WASHTENAW COUNTY ANN ARBOR CITY 05011,482
WASHTENAW COUNTY ANN ARBOR CITY 05012,367
WASHTENAW COUNTY ANN ARBOR TOWNSHIP 00001,553
WASHTENAW COUNTY ANN ARBOR TOWNSHIP 00002,617
WASHTENAW COUNTY AUGUSTA TOWNSHIP 00001,597
WASHTENAW COUNTY AUGUSTA TOWNSHIP 00002,466
WASHTENAW COUNTY AUGUSTA TOWNSHIP 00003,636
WASHTENAW COUNTY BRIDGEWATER TOWNSHIP 00001,419
WASHTENAW COUNTY CHELSEA CITY 00001,776
WASHTENAW COUNTY CHELSEA CITY 00002,618
WASHTENAW COUNTY DEXTER CITY 00001,330
WASHTENAW COUNTY DEXTER CITY 00002,417
WASHTENAW COUNTY DEXTER CITY 00003,260
WASHTENAW COUNTY DEXTER TOWNSHIP 00001,681
WASHTENAW COUNTY DEXTER TOWNSHIP 00002,604
WASHTENAW COUNTY DEXTER TOWNSHIP 00003,380
WASHTENAW COUNTY FREEDOM TOWNSHIP 00001,370
WASHTENAW COUNTY LIMA TOWNSHIP 00001,512
WASHTENAW COUNTY LIMA TOWNSHIP 00002,464
WASHTENAW COUNTY LODI TOWNSHIP 00001,563
WASHTENAW COUNTY LODI TOWNSHIP 00002,612
WASHTENAW COUNTY LODI TOWNSHIP 00003,363
WASHTENAW COUNTY LYNDON TOWNSHIP 00001,641
WASHTENAW COUNTY MANCHESTER TOWNSHIP 00001,549
WASHTENAW COUNTY MANCHESTER TOWNSHIP 00002,639
WASHTENAW COUNTY MILAN CITY 00001W,919
WASHTENAW COUNTY NORTHFIELD TOWNSHIP 00001,876
WASHTENAW COUNTY NORTHFIELD TOWNSHIP 00002,613
WASHTENAW COUNTY NORTHFIELD TOWNSHIP 00003,576
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00001,610
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00002,545
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00003,625
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00004,711
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00005,405
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00006,745
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00007,739
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00008,332
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00009,715
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00010,783
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00011,727
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00012,639
WASHTENAW COUNTY PITTSFIELD CHARTER TOWNSHIP 00013,675
WASHTENAW COUNTY SALEM TOWNSHIP 00001,549
WASHTENAW COUNTY SALEM TOWNSHIP 00002,696
WASHTENAW COUNTY SALEM TOWNSHIP 00003,409
WASHTENAW COUNTY SALINE CITY 00001,740
WASHTENAW COUNTY SALINE CITY 00002,605
WASHTENAW COUNTY SALINE CITY 00003,863
WASHTENAW COUNTY SALINE TOWNSHIP 00001,553
WASHTENAW COUNTY SCIO TOWNSHIP 00001,602
WASHTENAW COUNTY SCIO TOWNSHIP 00002,480
WASHTENAW COUNTY SCIO TOWNSHIP 00003,513
WASHTENAW COUNTY SCIO TOWNSHIP 00004,451
WASHTENAW COUNTY SCIO TOWNSHIP 00005,456
WASHTENAW COUNTY SCIO TOWNSHIP 00006,454
WASHTENAW COUNTY SCIO TOWNSHIP 00007,710
WASHTENAW COUNTY SCIO TOWNSHIP 00008,631
WASHTENAW COUNTY SHARON TOWNSHIP 00001,471
WASHTENAW COUNTY SUPERIOR TOWNSHIP 00001,541
WASHTENAW COUNTY SUPERIOR TOWNSHIP 00002,774
WASHTENAW COUNTY SUPERIOR TOWNSHIP 00003,579
WASHTENAW COUNTY SUPERIOR TOWNSHIP 00004,760
WASHTENAW COUNTY SUPERIOR TOWNSHIP 00005,804
WASHTENAW COUNTY SYLVAN TOWNSHIP 00001,824
WASHTENAW COUNTY WEBSTER TOWNSHIP 00001,510
WASHTENAW COUNTY WEBSTER TOWNSHIP 00002,520
WASHTENAW COUNTY WEBSTER TOWNSHIP 00003,634
WASHTENAW COUNTY YORK TOWNSHIP 00001,600
WASHTENAW COUNTY YORK TOWNSHIP 00002,624
WASHTENAW COUNTY YORK TOWNSHIP 00003,477
WASHTENAW COUNTY YPSILANTI CITY 01001,608
WASHTENAW COUNTY YPSILANTI CITY 01002,689
WASHTENAW COUNTY YPSILANTI CITY 01003,522
WASHTENAW COUNTY YPSILANTI CITY 02001,344
WASHTENAW COUNTY YPSILANTI CITY 02002,449
WASHTENAW COUNTY YPSILANTI CITY 02003,344
WASHTENAW COUNTY YPSILANTI CITY 02004,607
WASHTENAW COUNTY YPSILANTI CITY 03001,496
WASHTENAW COUNTY YPSILANTI CITY 03002,483
WASHTENAW COUNTY YPSILANTI CITY 03003,583
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00001,878
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00002,556
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00003,568
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00004,872
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00005,659
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00006,449
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00007,625
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00008,595
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00009,725
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00010,519
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00011,754
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00012,689
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00013,836
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00014,633
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00015,580
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00017,852
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00018,837
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00019,892
WASHTENAW COUNTY YPSILANTI TOWNSHIP 00020,655
WAYNE COUNTY ALLEN PARK CITY 00001,434
WAYNE COUNTY ALLEN PARK CITY 00002,564
WAYNE COUNTY ALLEN PARK CITY 00003,476
WAYNE COUNTY ALLEN PARK CITY 00004,367
WAYNE COUNTY ALLEN PARK CITY 00005,609
WAYNE COUNTY ALLEN PARK CITY 00007,488
WAYNE COUNTY ALLEN PARK CITY 00008,407
WAYNE COUNTY ALLEN PARK CITY 00009,602
WAYNE COUNTY ALLEN PARK CITY 00010,320
WAYNE COUNTY ALLEN PARK CITY 00011,492
WAYNE COUNTY ALLEN PARK CITY 00012,335
WAYNE COUNTY ALLEN PARK CITY 00013,365
WAYNE COUNTY ALLEN PARK CITY 00014,443
WAYNE COUNTY ALLEN PARK CITY 00015,368
WAYNE COUNTY ALLEN PARK CITY 00016,349
WAYNE COUNTY BELLEVILLE CITY 00001,461
WAYNE COUNTY BELLEVILLE CITY 00002,514
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00001,827
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00002,676
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00003,683
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00004,487
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00005,536
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00006,664
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00007,551
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00008,570
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00009,728
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00010,718
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00011,435
WAYNE COUNTY BROWNSTOWN TOWNSHIP 00012,419
WAYNE COUNTY CANTON TOWNSHIP 00001,607
WAYNE COUNTY CANTON TOWNSHIP 00002,575
WAYNE COUNTY CANTON TOWNSHIP 00003,683
WAYNE COUNTY CANTON TOWNSHIP 00004,452
WAYNE COUNTY CANTON TOWNSHIP 00005,591
WAYNE COUNTY CANTON TOWNSHIP 00006,344
WAYNE COUNTY CANTON TOWNSHIP 00007,617
WAYNE COUNTY CANTON TOWNSHIP 00008,678
WAYNE COUNTY CANTON TOWNSHIP 00009,648
WAYNE COUNTY CANTON TOWNSHIP 00010,357
WAYNE COUNTY CANTON TOWNSHIP 00011,596
WAYNE COUNTY CANTON TOWNSHIP 00012,383
WAYNE COUNTY CANTON TOWNSHIP 00013,611
WAYNE COUNTY CANTON TOWNSHIP 00014,636
WAYNE COUNTY CANTON TOWNSHIP 00015,461
WAYNE COUNTY CANTON TOWNSHIP 00016,553
WAYNE COUNTY CANTON TOWNSHIP 00017,543
WAYNE COUNTY CANTON TOWNSHIP 00018,536
WAYNE COUNTY CANTON TOWNSHIP 00019,525
WAYNE COUNTY CANTON TOWNSHIP 00020,494
WAYNE COUNTY CANTON TOWNSHIP 00021,476
WAYNE COUNTY CANTON TOWNSHIP 00022,564
WAYNE COUNTY CANTON TOWNSHIP 00023,503
WAYNE COUNTY CANTON TOWNSHIP 00024,541
WAYNE COUNTY CANTON TOWNSHIP 00025,547
WAYNE COUNTY CANTON TOWNSHIP 00026,572
WAYNE COUNTY CANTON TOWNSHIP 00027,471
WAYNE COUNTY CANTON TOWNSHIP 00028,462
WAYNE COUNTY CANTON TOWNSHIP 00029,480
WAYNE COUNTY CANTON TOWNSHIP 00030,563
WAYNE COUNTY CANTON TOWNSHIP 00031,481
WAYNE COUNTY CANTON TOWNSHIP 00032,401
WAYNE COUNTY CANTON TOWNSHIP 00033,649
WAYNE COUNTY CANTON TOWNSHIP 00034,520
WAYNE COUNTY CANTON TOWNSHIP 00035,480
WAYNE COUNTY CANTON TOWNSHIP 00036,519
WAYNE COUNTY CANTON TOWNSHIP 00037,557
WAYNE COUNTY CANTON TOWNSHIP 00038,545
WAYNE COUNTY CANTON TOWNSHIP 00039,387
WAYNE COUNTY CANTON TOWNSHIP 00040,461
WAYNE COUNTY DEARBORN CITY 00001,443
WAYNE COUNTY DEARBORN CITY 00002,491
WAYNE COUNTY DEARBORN CITY 00003,597
WAYNE COUNTY DEARBORN CITY 00004,305
WAYNE COUNTY DEARBORN CITY 00005,365
WAYNE COUNTY DEARBORN CITY 00006,485
WAYNE COUNTY DEARBORN CITY 00007,605
WAYNE COUNTY DEARBORN CITY 00008,371
WAYNE COUNTY DEARBORN CITY 00009,396
WAYNE COUNTY DEARBORN CITY 00010,389
WAYNE COUNTY DEARBORN CITY 00011,356
WAYNE COUNTY DEARBORN CITY 00012,393
WAYNE COUNTY DEARBORN CITY 00013,231
WAYNE COUNTY DEARBORN CITY 00015,470
WAYNE COUNTY DEARBORN CITY 00016,411
WAYNE COUNTY DEARBORN CITY 00017,531
WAYNE COUNTY DEARBORN CITY 00018,648
WAYNE COUNTY DEARBORN CITY 00019,374
WAYNE COUNTY DEARBORN CITY 00020,339
WAYNE COUNTY DEARBORN CITY 00021,446
WAYNE COUNTY DEARBORN CITY 00022,293
WAYNE COUNTY DEARBORN CITY 00023,285
WAYNE COUNTY DEARBORN CITY 00024,335
WAYNE COUNTY DEARBORN CITY 00025,505
WAYNE COUNTY DEARBORN CITY 00026,465
WAYNE COUNTY DEARBORN CITY 00027,456
WAYNE COUNTY DEARBORN CITY 00028,275
WAYNE COUNTY DEARBORN CITY 00029,279
WAYNE COUNTY DEARBORN CITY 00030,254
WAYNE COUNTY DEARBORN CITY 00031,502
WAYNE COUNTY DEARBORN CITY 00032,373
WAYNE COUNTY DEARBORN CITY 00033,421
WAYNE COUNTY DEARBORN CITY 00034,406
WAYNE COUNTY DEARBORN CITY 00035,301
WAYNE COUNTY DEARBORN CITY 00036,314
WAYNE COUNTY DEARBORN CITY 00037,481
WAYNE COUNTY DEARBORN CITY 00038,473
WAYNE COUNTY DEARBORN CITY 00040,343
WAYNE COUNTY DEARBORN CITY 00041,433
WAYNE COUNTY DEARBORN CITY 00042,358
WAYNE COUNTY DEARBORN CITY 00043,374
WAYNE COUNTY DEARBORN CITY 00044,437
WAYNE COUNTY DEARBORN CITY 00045,479
WAYNE COUNTY DEARBORN CITY 00046,462
WAYNE COUNTY DEARBORN CITY 00047,341
WAYNE COUNTY DEARBORN CITY 00048,330
WAYNE COUNTY DEARBORN CITY 00049,524
WAYNE COUNTY DEARBORN CITY 00050,438
WAYNE COUNTY DEARBORN HEIGHTS CITY 00001,494
WAYNE COUNTY DEARBORN HEIGHTS CITY 00002,446
WAYNE COUNTY DEARBORN HEIGHTS CITY 00003,342
WAYNE COUNTY DEARBORN HEIGHTS CITY 00004,445
WAYNE COUNTY DEARBORN HEIGHTS CITY 00005,386
WAYNE COUNTY DEARBORN HEIGHTS CITY 00006,467
WAYNE COUNTY DEARBORN HEIGHTS CITY 00007,361
WAYNE COUNTY DEARBORN HEIGHTS CITY 00008,489
WAYNE COUNTY DEARBORN HEIGHTS CITY 00009,319
WAYNE COUNTY DEARBORN HEIGHTS CITY 00010,333
WAYNE COUNTY DEARBORN HEIGHTS CITY 00011,572
WAYNE COUNTY DEARBORN HEIGHTS CITY 00012,624
WAYNE COUNTY DEARBORN HEIGHTS CITY 00013,555
WAYNE COUNTY DEARBORN HEIGHTS CITY 00014,368
WAYNE COUNTY DEARBORN HEIGHTS CITY 00015,305
WAYNE COUNTY DEARBORN HEIGHTS CITY 00016,455
WAYNE COUNTY DEARBORN HEIGHTS CITY 00017,385
WAYNE COUNTY DEARBORN HEIGHTS CITY 00018,406
WAYNE COUNTY DEARBORN HEIGHTS CITY 00019,358
WAYNE COUNTY DEARBORN HEIGHTS CITY 00020,357
WAYNE COUNTY DEARBORN HEIGHTS CITY 00021,547
WAYNE COUNTY DEARBORN HEIGHTS CITY 00022,512
WAYNE COUNTY DEARBORN HEIGHTS CITY 00023,540
WAYNE COUNTY DEARBORN HEIGHTS CITY 00024,519
WAYNE COUNTY DEARBORN HEIGHTS CITY 00025,645
WAYNE COUNTY DEARBORN HEIGHTS CITY 00026,552
WAYNE COUNTY DEARBORN HEIGHTS CITY 00027,523
WAYNE COUNTY DETROIT CITY 05001,218
WAYNE COUNTY DETROIT CITY 05002,322
WAYNE COUNTY DETROIT CITY 05003,356
WAYNE COUNTY DETROIT CITY 04004,230
WAYNE COUNTY DETROIT CITY 04005,260
WAYNE COUNTY DETROIT CITY 04006,305
WAYNE COUNTY DETROIT CITY 04007,480
WAYNE COUNTY DETROIT CITY 04008,380
WAYNE COUNTY DETROIT CITY 04009,161
WAYNE COUNTY DETROIT CITY 04010,286
WAYNE COUNTY DETROIT CITY 04011,40
WAYNE COUNTY DETROIT CITY 04012,310
WAYNE COUNTY DETROIT CITY 04013,262
WAYNE COUNTY DETROIT CITY 04014,211
WAYNE COUNTY DETROIT CITY 04015,311
WAYNE COUNTY DETROIT CITY 04016,297
WAYNE COUNTY DETROIT CITY 04017,212
WAYNE COUNTY DETROIT CITY 04018,441
WAYNE COUNTY DETROIT CITY 04019,300
WAYNE COUNTY DETROIT CITY 04020,389
WAYNE COUNTY DETROIT CITY 04021,248
WAYNE COUNTY DETROIT CITY 04022,375
WAYNE COUNTY DETROIT CITY 04023,338
WAYNE COUNTY DETROIT CITY 04024,155
WAYNE COUNTY DETROIT CITY 04025,308
WAYNE COUNTY DETROIT CITY 04026,347
WAYNE COUNTY DETROIT CITY 04027,357
WAYNE COUNTY DETROIT CITY 04028,68
WAYNE COUNTY DETROIT CITY 04029,245
WAYNE COUNTY DETROIT CITY 04030,254
WAYNE COUNTY DETROIT CITY 04031,397
WAYNE COUNTY DETROIT CITY 04032,231
WAYNE COUNTY DETROIT CITY 04033,373
WAYNE COUNTY DETROIT CITY 04034,478
WAYNE COUNTY DETROIT CITY 04035,170
WAYNE COUNTY DETROIT CITY 04036,114
WAYNE COUNTY DETROIT CITY 04037,363
WAYNE COUNTY DETROIT CITY 04038,278
WAYNE COUNTY DETROIT CITY 04039,397
WAYNE COUNTY DETROIT CITY 04040,290
WAYNE COUNTY DETROIT CITY 04041,274
WAYNE COUNTY DETROIT CITY 04042,187
WAYNE COUNTY DETROIT CITY 04043,402
WAYNE COUNTY DETROIT CITY 04044,364
WAYNE COUNTY DETROIT CITY 04045,412
WAYNE COUNTY DETROIT CITY 04046,160
WAYNE COUNTY DETROIT CITY 04047,363
WAYNE COUNTY DETROIT CITY 04048,77
WAYNE COUNTY DETROIT CITY 04049,280
WAYNE COUNTY DETROIT CITY 04050,259
WAYNE COUNTY DETROIT CITY 04051,276
WAYNE COUNTY DETROIT CITY 04052,338
WAYNE COUNTY DETROIT CITY 04053,385
