Medium Election,5.2.16.1,,,,,,,,,,,
,,,,,,,,Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1)
5128,Tabulator C,Batch 6,185,Tabulator C-Batch 6-185,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
5129,Tabulator C,Batch 6,186,Tabulator C-Batch 6-186,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5130,Tabulator C,Batch 6,187,Tabulator C-Batch 6-187,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
5131,Tabulator C,Batch 6,188,Tabulator C-Batch 6-188,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5132,Tabulator C,Batch 6,189,Tabulator C-Batch 6-189,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5133,Tabulator C,Batch 6,190,Tabulator C-Batch 6-190,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5134,Tabulator C,Batch 6,191,Tabulator C-Batch 6-191,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5135,Tabulator C,Batch 6,192,Tabulator C-Batch 6-192,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5136,Tabulator C,Batch 6,193,Tabulator C-Batch 6-193,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5137,Tabulator C,Batch 6,194,Tabulator C-Batch 6-194,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5138,Tabulator C,Batch 6,195,Tabulator C-Batch 6-195,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5139,Tabulator C,Batch 6,196,Tabulator C-Batch 6-196,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5140,Tabulator C,Batch 6,197,Tabulator C-Batch 6-197,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5141,Tabulator C,Batch 6,198,Tabulator C-Batch 6-198,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5142,Tabulator C,Batch 6,199,Tabulator C-Batch 6-199,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5143,Tabulator C,Batch 6,200,Tabulator C-Batch 6-200,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5144,Tabulator C,Batch 6,201,Tabulator C-Batch 6-201,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
5145,Tabulator C,Batch 6,202,Tabulator C-Batch 6-202,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5146,Tabulator C,Batch 6,203,Tabulator C-Batch 6-203,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5147,Tabulator C,Batch 6,204,Tabulator C-Batch 6-204,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5148,Tabulator C,Batch 6,205,Tabulator C-Batch 6-205,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5149,Tabulator C,Batch 6,206,Tabulator C-Batch 6-206,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5150,Tabulator C,Batch 6,207,Tabulator C-Batch 6-207,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5151,Tabulator C,Batch 6,208,Tabulator C-Batch 6-208,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5152,Tabulator C,Batch 6,209,Tabulator C-Batch 6-209,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5153,Tabulator C,Batch 6,210,Tabulator C-Batch 6-210,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5154,Tabulator C,Batch 6,211,Tabulator C-Batch 6-211,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5155,Tabulator C,Batch 6,212,Tabulator C-Batch 6-212,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5156,Tabulator C,Batch 6,213,Tabulator C-Batch 6-213,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5157,Tabulator C,Batch 6,214,Tabulator C-Batch 6-214,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5158,Tabulator C,Batch 6,215,Tabulator C-Batch 6-215,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5159,Tabulator C,Batch 6,216,Tabulator C-Batch 6-216,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5160,Tabulator C,Batch 6,217,Tabulator C-Batch 6-217,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5161,Tabulator C,Batch 6,218,Tabulator C-Batch 6-218,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5162,Tabulator C,Batch 6,219,Tabulator C-Batch 6-219,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5163,Tabulator C,Batch 6,220,Tabulator C-Batch 6-220,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5164,Tabulator C,Batch 6,221,Tabulator C-Batch 6-221,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5165,Tabulator C,Batch 6,222,Tabulator C-Batch 6-222,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5166,Tabulator C,Batch 6,223,Tabulator C-Batch 6-223,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5167,Tabulator C,Batch 6,224,Tabulator C-Batch 6-224,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5168,Tabulator C,Batch 6,225,Tabulator C-Batch 6-225,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5169,Tabulator C,Batch 6,226,Tabulator C-Batch 6-226,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5170,Tabulator C,Batch 6,227,Tabulator C-Batch 6-227,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5171,Tabulator C,Batch 6,228,Tabulator C-Batch 6-228,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5172,Tabulator C,Batch 6,229,Tabulator C-Batch 6-229,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5173,Tabulator C,Batch 6,230,Tabulator C-Batch 6-230,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5174,Tabulator C,Batch 6,231,Tabulator C-Batch 6-231,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5175,Tabulator C,Batch 6,232,Tabulator C-Batch 6-232,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5176,Tabulator C,Batch 6,233,Tabulator C-Batch 6-233,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5177,Tabulator C,Batch 6,234,Tabulator C-Batch 6-234,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5178,Tabulator C,Batch 6,235,Tabulator C-Batch 6-235,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5179,Tabulator C,Batch 6,236,Tabulator C-Batch 6-236,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5180,Tabulator C,Batch 6,237,Tabulator C-Batch 6-237,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5181,Tabulator C,Batch 6,238,Tabulator C-Batch 6-238,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5182,Tabulator C,Batch 6,239,Tabulator C-Batch 6-239,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
5183,Tabulator C,Batch 6,240,Tabulator C-Batch 6-240,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5184,Tabulator C,Batch 6,241,Tabulator C-Batch 6-241,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5185,Tabulator C,Batch 6,242,Tabulator C-Batch 6-242,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5186,Tabulator C,Batch 6,243,Tabulator C-Batch 6-243,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5187,Tabulator C,Batch 6,244,Tabulator C-Batch 6-244,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5188,Tabulator C,Batch 6,245,Tabulator C-Batch 6-245,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5189,Tabulator C,Batch 6,246,Tabulator C-Batch 6-246,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5190,Tabulator C,Batch 6,247,Tabulator C-Batch 6-247,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5191,Tabulator C,Batch 6,248,Tabulator C-Batch 6-248,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5192,Tabulator C,Batch 6,249,Tabulator C-Batch 6-249,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
5193,Tabulator C,Batch 6,250,Tabulator C-Batch 6-250,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5194,Tabulator C,Batch 6,251,Tabulator C-Batch 6-251,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5195,Tabulator C,Batch 6,252,Tabulator C-Batch 6-252,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
5196,Tabulator C,Batch 6,253,Tabulator C-Batch 6-253,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5197,Tabulator C,Batch 6,254,Tabulator C-Batch 6-254,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5198,Tabulator C,Batch 6,255,Tabulator C-Batch 6-255,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5199,Tabulator C,Batch 6,256,Tabulator C-Batch 6-256,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5200,Tabulator C,Batch 6,257,Tabulator C-Batch 6-257,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5201,Tabulator C,Batch 6,258,Tabulator C-Batch 6-258,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5202,Tabulator C,Batch 6,259,Tabulator C-Batch 6-259,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5203,Tabulator C,Batch 6,260,Tabulator C-Batch 6-260,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5204,Tabulator C,Batch 6,261,Tabulator C-Batch 6-261,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
5205,Tabulator C,Batch 6,262,Tabulator C-Batch 6-262,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5206,Tabulator C,Batch 6,263,Tabulator C-Batch 6-263,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5207,Tabulator C,Batch 6,264,Tabulator C-Batch 6-264,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5208,Tabulator C,Batch 6,265,Tabulator C-Batch 6-265,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5209,Tabulator C,Batch 6,266,Tabulator C-Batch 6-266,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5210,Tabulator C,Batch 6,267,Tabulator C-Batch 6-267,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5211,Tabulator C,Batch 6,268,Tabulator C-Batch 6-268,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5212,Tabulator C,Batch 6,269,Tabulator C-Batch 6-269,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5213,Tabulator C,Batch 6,270,Tabulator C-Batch 6-270,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5214,Tabulator C,Batch 6,271,Tabulator C-Batch 6-271,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5215,Tabulator C,Batch 6,272,Tabulator C-Batch 6-272,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5216,Tabulator C,Batch 6,273,Tabulator C-Batch 6-273,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5217,Tabulator C,Batch 6,274,Tabulator C-Batch 6-274,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
5218,Tabulator C,Batch 6,275,Tabulator C-Batch 6-275,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5219,Tabulator C,Batch 6,276,Tabulator C-Batch 6-276,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5220,Tabulator C,Batch 6,277,Tabulator C-Batch 6-277,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
5221,Tabulator C,Batch 6,278,Tabulator C-Batch 6-278,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5222,Tabulator C,Batch 6,279,Tabulator C-Batch 6-279,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5223,Tabulator C,Batch 6,280,Tabulator C-Batch 6-280,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5224,Tabulator C,Batch 6,281,Tabulator C-Batch 6-281,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5225,Tabulator C,Batch 6,282,Tabulator C-Batch 6-282,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5226,Tabulator C,Batch 6,283,Tabulator C-Batch 6-283,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5227,Tabulator C,Batch 6,284,Tabulator C-Batch 6-284,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5228,Tabulator C,Batch 6,285,Tabulator C-Batch 6-285,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5229,Tabulator C,Batch 6,286,Tabulator C-Batch 6-286,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5230,Tabulator C,Batch 6,287,Tabulator C-Batch 6-287,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5231,Tabulator C,Batch 6,288,Tabulator C-Batch 6-288,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5232,Tabulator C,Batch 6,289,Tabulator C-Batch 6-289,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5233,Tabulator C,Batch 6,290,Tabulator C-Batch 6-290,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5234,Tabulator C,Batch 6,291,Tabulator C-Batch 6-291,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5235,Tabulator C,Batch 6,292,Tabulator C-Batch 6-292,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5236,Tabulator C,Batch 6,293,Tabulator C-Batch 6-293,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5237,Tabulator C,Batch 6,294,Tabulator C-Batch 6-294,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5238,Tabulator C,Batch 6,295,Tabulator C-Batch 6-295,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5239,Tabulator C,Batch 6,296,Tabulator C-Batch 6-296,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5240,Tabulator C,Batch 6,297,Tabulator C-Batch 6-297,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5241,Tabulator C,Batch 6,298,Tabulator C-Batch 6-298,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5242,Tabulator C,Batch 6,299,Tabulator C-Batch 6-299,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5243,Tabulator C,Batch 6,300,Tabulator C-Batch 6-300,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5244,Tabulator C,Batch 6,301,Tabulator C-Batch 6-301,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5245,Tabulator C,Batch 6,302,Tabulator C-Batch 6-302,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
5246,Tabulator C,Batch 6,303,Tabulator C-Batch 6-303,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5247,Tabulator C,Batch 6,304,Tabulator C-Batch 6-304,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
5248,Tabulator C,Batch 6,305,Tabulator C-Batch 6-305,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5249,Tabulator C,Batch 6,306,Tabulator C-Batch 6-306,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5250,Tabulator C,Batch 6,307,Tabulator C-Batch 6-307,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5251,Tabulator C,Batch 6,308,Tabulator C-Batch 6-308,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5252,Tabulator C,Batch 6,309,Tabulator C-Batch 6-309,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5253,Tabulator C,Batch 6,310,Tabulator C-Batch 6-310,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
5254,Tabulator C,Batch 6,311,Tabulator C-Batch 6-311,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5255,Tabulator C,Batch 6,312,Tabulator C-Batch 6-312,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5256,Tabulator C,Batch 6,313,Tabulator C-Batch 6-313,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5257,Tabulator C,Batch 6,314,Tabulator C-Batch 6-314,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5258,Tabulator C,Batch 6,315,Tabulator C-Batch 6-315,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5259,Tabulator C,Batch 6,316,Tabulator C-Batch 6-316,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5260,Tabulator C,Batch 6,317,Tabulator C-Batch 6-317,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5261,Tabulator C,Batch 6,318,Tabulator C-Batch 6-318,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5262,Tabulator C,Batch 6,319,Tabulator C-Batch 6-319,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5263,Tabulator C,Batch 6,320,Tabulator C-Batch 6-320,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5264,Tabulator C,Batch 6,321,Tabulator C-Batch 6-321,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5265,Tabulator C,Batch 6,322,Tabulator C-Batch 6-322,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5266,Tabulator C,Batch 6,323,Tabulator C-Batch 6-323,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5267,Tabulator C,Batch 6,324,Tabulator C-Batch 6-324,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5268,Tabulator C,Batch 6,325,Tabulator C-Batch 6-325,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5269,Tabulator C,Batch 6,326,Tabulator C-Batch 6-326,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5270,Tabulator C,Batch 6,327,Tabulator C-Batch 6-327,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
5271,Tabulator C,Batch 6,328,Tabulator C-Batch 6-328,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5272,Tabulator C,Batch 6,329,Tabulator C-Batch 6-329,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5273,Tabulator C,Batch 6,330,Tabulator C-Batch 6-330,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5274,Tabulator C,Batch 6,331,Tabulator C-Batch 6-331,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5275,Tabulator C,Batch 6,332,Tabulator C-Batch 6-332,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5276,Tabulator C,Batch 6,333,Tabulator C-Batch 6-333,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5277,Tabulator C,Batch 6,334,Tabulator C-Batch 6-334,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5278,Tabulator C,Batch 6,335,Tabulator C-Batch 6-335,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5279,Tabulator C,Batch 6,336,Tabulator C-Batch 6-336,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5280,Tabulator C,Batch 6,337,Tabulator C-Batch 6-337,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5281,Tabulator C,Batch 6,338,Tabulator C-Batch 6-338,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5282,Tabulator C,Batch 6,339,Tabulator C-Batch 6-339,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
5283,Tabulator C,Batch 6,340,Tabulator C-Batch 6-340,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5284,Tabulator C,Batch 6,341,Tabulator C-Batch 6-341,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5285,Tabulator C,Batch 6,342,Tabulator C-Batch 6-342,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5286,Tabulator C,Batch 6,343,Tabulator C-Batch 6-343,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5287,Tabulator C,Batch 6,344,Tabulator C-Batch 6-344,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5288,Tabulator C,Batch 6,345,Tabulator C-Batch 6-345,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5289,Tabulator C,Batch 6,346,Tabulator C-Batch 6-346,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5290,Tabulator C,Batch 6,347,Tabulator C-Batch 6-347,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5291,Tabulator C,Batch 6,348,Tabulator C-Batch 6-348,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5292,Tabulator C,Batch 6,349,Tabulator C-Batch 6-349,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5293,Tabulator C,Batch 6,350,Tabulator C-Batch 6-350,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5294,Tabulator C,Batch 6,351,Tabulator C-Batch 6-351,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5295,Tabulator C,Batch 6,352,Tabulator C-Batch 6-352,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5296,Tabulator C,Batch 6,353,Tabulator C-Batch 6-353,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5297,Tabulator C,Batch 6,354,Tabulator C-Batch 6-354,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5298,Tabulator C,Batch 6,355,Tabulator C-Batch 6-355,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5299,Tabulator C,Batch 6,356,Tabulator C-Batch 6-356,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5300,Tabulator C,Batch 6,357,Tabulator C-Batch 6-357,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5301,Tabulator C,Batch 6,358,Tabulator C-Batch 6-358,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5302,Tabulator C,Batch 6,359,Tabulator C-Batch 6-359,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5303,Tabulator C,Batch 6,360,Tabulator C-Batch 6-360,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5304,Tabulator C,Batch 6,361,Tabulator C-Batch 6-361,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5305,Tabulator C,Batch 6,362,Tabulator C-Batch 6-362,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5306,Tabulator C,Batch 6,363,Tabulator C-Batch 6-363,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5307,Tabulator C,Batch 6,364,Tabulator C-Batch 6-364,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5308,Tabulator C,Batch 6,365,Tabulator C-Batch 6-365,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5309,Tabulator C,Batch 6,366,Tabulator C-Batch 6-366,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5310,Tabulator C,Batch 6,367,Tabulator C-Batch 6-367,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5311,Tabulator C,Batch 6,368,Tabulator C-Batch 6-368,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5312,Tabulator C,Batch 6,369,Tabulator C-Batch 6-369,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5313,Tabulator C,Batch 6,370,Tabulator C-Batch 6-370,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5314,Tabulator C,Batch 6,371,Tabulator C-Batch 6-371,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5315,Tabulator C,Batch 6,372,Tabulator C-Batch 6-372,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5316,Tabulator C,Batch 6,373,Tabulator C-Batch 6-373,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5317,Tabulator C,Batch 6,374,Tabulator C-Batch 6-374,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5318,Tabulator C,Batch 6,375,Tabulator C-Batch 6-375,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5319,Tabulator C,Batch 6,376,Tabulator C-Batch 6-376,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5320,Tabulator C,Batch 6,377,Tabulator C-Batch 6-377,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5321,Tabulator C,Batch 6,378,Tabulator C-Batch 6-378,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5322,Tabulator C,Batch 6,379,Tabulator C-Batch 6-379,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5323,Tabulator C,Batch 6,380,Tabulator C-Batch 6-380,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5324,Tabulator C,Batch 6,381,Tabulator C-Batch 6-381,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5325,Tabulator C,Batch 6,382,Tabulator C-Batch 6-382,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5326,Tabulator C,Batch 6,383,Tabulator C-Batch 6-383,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
5327,Tabulator C,Batch 6,384,Tabulator C-Batch 6-384,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
5328,Tabulator C,Batch 6,385,Tabulator C-Batch 6-385,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5329,Tabulator C,Batch 6,386,Tabulator C-Batch 6-386,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5330,Tabulator C,Batch 6,387,Tabulator C-Batch 6-387,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5331,Tabulator C,Batch 6,388,Tabulator C-Batch 6-388,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5332,Tabulator C,Batch 6,389,Tabulator C-Batch 6-389,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5333,Tabulator C,Batch 6,390,Tabulator C-Batch 6-390,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5334,Tabulator C,Batch 6,391,Tabulator C-Batch 6-391,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5335,Tabulator C,Batch 6,392,Tabulator C-Batch 6-392,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5336,Tabulator C,Batch 6,393,Tabulator C-Batch 6-393,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
5337,Tabulator C,Batch 6,394,Tabulator C-Batch 6-394,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
5338,Tabulator C,Batch 6,395,Tabulator C-Batch 6-395,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
5339,Tabulator C,Batch 6,396,Tabulator C-Batch 6-396,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
5340,Tabulator C,Batch 6,397,Tabulator C-Batch 6-397,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
